12720742,12720748,12720795,12720796,12720797,12720784
-2142252862,-2141489903,-2140466653,-2139763616,-2138211168,-2137259016
12720587,12720600,12720639,12720652,12720665,12720678
12720578,12720591,12720630,12720643,12720656,12720669
12720576,12720589,12720628,12720641,12720654,12720667
-2142851416,-2141880981,-2140779419,-2140074326,-2138148970,-2137212254
-2142552139,-2141685442,-2140623036,-2139394683,-2138704357,-2137759923
-2143023696,-2142109341,-2140842435,-2139991070,-2139004578,-2137442214
12720581,12720594,12720633,12720646,12720659,12720672
-2142937556,-2141995161,-2140810927,-2139508410,-2138052486,-2137851522
-2142509069,-2142152640,-2140607282,-2139677641,-2138228311,-2137440289
12720683,12720690,12720711,12720718,12720725,12720732
-2142638279,-2141799622,-2140654544,-2139877343,-2138607873,-2137350615
-2143260581,-2141636904,-2140404794,-2139483377,-2138477103,-2137627337
-2142896699,-2142142162,-2140749068,-2139228171,-2138318421,-2137171267
-2143045231,-2141875742,-2140326024,-2139849591,-2138194025,-2137077743
-2142255075,-2142218282,-2140420548,-2139200419,-2138953149,-2137946971
-2142939769,-2141674964,-2140764822,-2139993789,-2138794467,-2137490901
-2142575887,-2142180222,-2141109096,-2139738583,-2138635785,-2137034831
-2143258368,-2141957101,-2140450899,-2140046574,-2138783698,-2137987958
12720681,12720688,12720709,12720716,12720723,12720730
-2142597422,-2141946623,-2140592685,-2139597104,-2138873808,-2137718936
-2143239046,-2141870503,-2140921205,-2139624856,-2138239080,-2137991808
-2142980626,-2141527963,-2140826681,-2139225452,-2138528532,-2137122580
-2142446677,-2141484664,-2141061834,-2139538881,-2138256223,-2137124505
-2143131371,-2141989922,-2140357532,-2139283675,-2138097541,-2137717011
-2143236833,-2142190700,-2140967310,-2139139477,-2138545675,-2137303853
-2142659814,-2141566023,-2141186709,-2139735864,-2138845896,-2138034720
-2142832094,-2141794383,-2140201149,-2139652608,-2138652928,-2137216104
-2142789024,-2141213005,-2140185395,-2139935566,-2138176882,-2137945046
-2142595209,-2141218244,-2140638790,-2139111725,-2138131827,-2137030981
12720583,12720596,12720635,12720648,12720661,12720674
-2142702884,-2142147401,-2140153887,-2139452906,-2138273366,-2137305778
-2142554352,-2141365245,-2140576931,-2139880062,-2138397762,-2137399302
-2143152906,-2141756323,-2140889697,-2139142196,-2138335564,-2137352540
-2143282116,-2141403305,-2140936959,-2139341898,-2138715126,-2137262866
12720585,12720598,12720637,12720650,12720663,12720676
-2142487534,-2141337663,-2141123693,-2139819120,-2139038864,-2137804760
-2143195976,-2141289125,-2140905451,-2139907814,-2138811610,-2137672174
12720682,12720689,12720710,12720717,12720724,12720731
-2143217511,-2142104102,-2140389040,-2139766335,-2139049633,-2137307703
-2142853629,-2141560784,-2140733314,-2139511129,-2138890951,-2137900209
12720686,12720693,12720714,12720721,12720728,12720735
-2142745954,-2141680203,-2140169641,-2139169948,-2138749412,-2137625412
12720685,12720692,12720713,12720720,12720727,12720734
-2142918234,-2141908563,-2140232657,-2140135268,-2138556444,-2137855372
-2143193763,-2141609322,-2140951556,-2139422435,-2138069629,-2138032795
12720741,12720747,12720765,12720771,12720777,12720783
-2142875164,-2141327185,-2140216903,-2139369650,-2138080398,-2137535738
-2142382072,-2142185461,-2140513915,-2139963318,-2138590730,-2137169342
12720787,12720745,12720763,12720769,12720775,12720781
12720586,12720599,12720638,12720651,12720664,12720677
-2142317467,-2141837682,-2141014572,-2139339179,-2138925237,-2137214179
-2142894486,-2141413783,-2140795173,-2139791368,-2138625016,-2137531888
-2142532817,-2141598844,-2141093342,-2140021541,-2138159739,-2137763773
-2142468212,-2141251065,-2140545423,-2139397402,-2138494246,-2137808610
-2143109836,-2142223521,-2140873943,-2139425154,-2138908094,-2137032906
-2142810559,-2142027982,-2140717560,-2139794087,-2138414905,-2137580575
-2143002161,-2141294364,-2140310270,-2140132549,-2138766555,-2137806685
-2143282116,-2141403305,-2140936959,-2139341898,-2138715126,-2137262866
-2142618957,-2141713024,-2141124850,-2139455625,-2138063255,-2137354465
12720582,12720595,12720634,12720647,12720660,12720673
-2142425142,-2141718263,-2140529669,-2139680360,-2139066776,-2137488976
-2142295932,-2142071281,-2140482407,-2139480658,-2138687214,-2137578650
12720742,12720748,12720766,12720772,12720778,12720784
-2143279903,-2141723502,-2140983064,-2139905095,-2139021721,-2137623487
-2142724419,-2141913802,-2140686052,-2139311427,-2138511389,-2137989883
