-2146508730,-2145518468,-2144731698,-2143637319,-2142791592
-2146752880,-2145708526,-2145094904,-2143381325,-2142986698
-2146709938,-2145724428,-2144592746,-2143469951,-2142683536
-2146602177,-2146323149,-2144578529,-2143568406,-2143211325
-2146451474,-2145889196,-2145110730,-2143755487,-2142387376
-2146918303,-2145752975,-2144537487,-2144336388,-2142626007
-2147449545,-2146117189,-2144717481,-2143735774,-2142270805
-2147205395,-2145927131,-2144354275,-2143991768,-2143124275
-2147183924,-2145410794,-2145151772,-2144036081,-2142972694
-2146961245,-2145737073,-2145039645,-2144247762,-2142929169
-2147219709,-2145572305,-2144521661,-2143962226,-2143225329
-2147176767,-2145588207,-2145068079,-2144050852,-2142922167
-2146472945,-2146405533,-2145361809,-2143711174,-2142538957
-2146939774,-2146269312,-2144788566,-2144292075,-2142777588
-2146580706,-2145806812,-2145376026,-2143612719,-2143059744
-2147270214,-2146392888,-2144914910,-2143981939,-2142293324
-2147377975,-2145794167,-2144929127,-2143883484,-2142814111
-2146458631,-2145711783,-2145194423,-2143740716,-2142437903
-2147428074,-2145600852,-2144466402,-2143780087,-2143167800
-2147069006,-2146186928,-2145053862,-2144149307,-2142401380
-2146487259,-2146050707,-2144480619,-2143681632,-2142640011
-2146796228,-2145657946,-2144355884,-2143415809,-2143052742
-2146465788,-2145534370,-2145278116,-2143725945,-2142488430
-2147298842,-2145683236,-2145249682,-2143922855,-2142495432
-2147327470,-2146022160,-2144535878,-2143863771,-2142697540
-2147413760,-2145955678,-2145347592,-2143809629,-2143066746
-2146623648,-2145790910,-2144829608,-2143524093,-2142314330
-2147162453,-2145943033,-2144900693,-2144080394,-2142821113
-2146846327,-2145464631,-2144941735,-2143312412,-2142357855
-2147435231,-2145423439,-2144550095,-2143765316,-2143218327
-2147435231,-2145423439,-2144550095,-2143765316,-2143218327
-2147148139,-2146297859,-2144733307,-2144109936,-2142720059
-2146573549,-2145984225,-2145292333,-2143627490,-2143009217
-2146566392,-2146161638,-2145208640,-2143642261,-2142958690
-2146968402,-2145559660,-2145123338,-2144232991,-2142979696
-2146867798,-2145980968,-2145192814,-2144316675,-2142509436
-2146494416,-2145873294,-2144564312,-2143666861,-2142690538
-2146637962,-2145436084,-2144996994,-2143494551,-2142415384
-2146480102,-2146228120,-2144396926,-2143696403,-2142589484
-2146587863,-2145629399,-2144411143,-2143597948,-2143110271
-2147198238,-2146104544,-2145319158,-2144006539,-2143073748
-2146824856,-2145996870,-2144690656,-2143356725,-2143254850
-2146832013,-2145819457,-2144774349,-2143341954,-2142256801
-2146515887,-2146389631,-2144815391,-2143622548,-2142842119
-2146954088,-2145914486,-2144955952,-2144262533,-2142878642
-2147313156,-2146376986,-2144368492,-2143893313,-2142596486
-2146745723,-2145885939,-2145011211,-2143396096,-2142936171
-2146803385,-2145480533,-2144439577,-2143401038,-2143103269
-2147320313,-2146199573,-2144452185,-2143878542,-2142647013
-2146810542,-2146351696,-2144523270,-2143386267,-2143153796
-2146681310,-2146434080,-2145306550,-2143529035,-2142481428
-2147033221,-2146025417,-2144635397,-2144223162,-2143197321
-2146695624,-2146079254,-2144425360,-2143499493,-2142582482
-2146982716,-2146253410,-2145290724,-2144203449,-2143080750
-2147385132,-2145616754,-2145012820,-2143868713,-2142864638
